time;Load_load2_running;Load_load2_terminal_V_re;Load_load2_terminal_V_im;Load_load2_PPu;Load_load1_PPu;MS1_gen_cePu;MS1_gen_PePu;MS1_gen_cmPu;MS1_gen_PmPu;MS1_gen_ufPu;MS1_gen_efdPu;MS1_gen_omegaPu;MS1_gen_theta;MS1_gen_PGenPu;MS1_gen_QGenPu;MS1_gen_PGen;MS1_gen_QGen;MS1_gen_UPu;MS1_gen_IStatorPu;MS1_gen_IRotorPu;MS1_gen_UStatorPu;MS1_gen_QStatorPu;MS1_gen_thetaInternal;MS2_gen_cePu;MS2_gen_PePu;MS2_gen_cmPu;MS2_gen_PmPu;MS2_gen_ufPu;MS2_gen_efdPu;MS2_gen_omegaPu;MS2_gen_theta;MS2_gen_PGenPu;MS2_gen_QGenPu;MS2_gen_PGen;MS2_gen_QGen;MS2_gen_UPu;MS2_gen_IStatorPu;MS2_gen_IRotorPu;MS2_gen_UStatorPu;MS2_gen_QStatorPu;MS2_gen_thetaInternal;
65.9448;-1;0.0586536;-1.41674;0;3.82014;0.662487;0.762161;0.660609;0.76;0.00131627;1.81724;1.15045;1475.61;3.81081;0.828626;381.081;82.8626;1.41796;2.75033;1.81656;1.41796;0.828626;0.590643;0.0018618;0.00214192;-1.73844e-05;-2e-05;0.000798663;1.10263;1.15045;1475.02;0.0107096;-0.801091;1.07096;-80.1091;1.5116;0.530008;1.10197;1.5116;-0.801091;0.00229965;
65.9649;-1;1.18464;-0.779242;0;3.82013;0.662489;0.76216;0.660612;0.76;0.00131627;1.81724;1.15045;1476.56;3.8108;0.828625;381.08;82.8625;1.41795;2.75033;1.81656;1.41795;0.828625;0.590642;0.00186055;0.00214047;-1.73845e-05;-2e-05;0.000798663;1.10263;1.15045;1475.97;0.0107023;-0.80109;1.07023;-80.109;1.5116;0.530008;1.10197;1.5116;-0.80109;0.00229905;
66.005;-1;0.361191;1.37117;0;3.8201;0.662492;0.762157;0.660617;0.76;0.00131627;1.81724;1.15044;1478.45;3.81078;0.828624;381.078;82.8624;1.41795;2.75033;1.81656;1.41795;0.828624;0.59064;0.00185804;0.00213756;-1.73847e-05;-2e-05;0.000798663;1.10263;1.15044;1477.87;0.0106878;-0.801089;1.06878;-80.1089;1.5116;0.53001;1.10197;1.5116;-0.801089;0.00229781;
66.025;-1;-0.902504;1.09364;0;3.82009;0.662493;0.762155;0.66062;0.76;0.00131627;1.81724;1.15044;1479.4;3.81078;0.828623;381.078;82.8623;1.41795;2.75033;1.81657;1.41795;0.828623;0.590639;0.00185678;0.00213611;-1.73847e-05;-2e-05;0.000798663;1.10263;1.15044;1478.81;0.0106805;-0.801088;1.06805;-80.1088;1.51159;0.53001;1.10198;1.51159;-0.801088;0.00229718;
66.0651;-1;-0.749312;-1.20378;0;3.82006;0.662496;0.762152;0.660625;0.76;0.00131627;1.81724;1.15043;1481.29;3.81076;0.828622;381.076;82.8622;1.41794;2.75033;1.81657;1.41794;0.828622;0.590638;0.00185425;0.00213318;-1.73849e-05;-2e-05;0.000798663;1.10263;1.15043;1480.71;0.0106659;-0.801087;1.06659;-80.1087;1.51159;0.530011;1.10198;1.51159;-0.801087;0.00229589;
66.0851;-1;0.53992;-1.31112;0;3.82004;0.662497;0.762151;0.660628;0.76;0.00131627;1.81724;1.15042;1482.24;3.81075;0.828621;381.075;82.8621;1.41794;2.75033;1.81657;1.41794;0.828621;0.590637;0.00185298;0.00213171;-1.73849e-05;-2e-05;0.000798663;1.10263;1.15042;1481.66;0.0106586;-0.801086;1.06586;-80.1086;1.51158;0.530012;1.10198;1.51158;-0.801086;0.00229523;
66.1252;-1;1.07109;0.929137;0;3.82001;0.6625;0.762148;0.660633;0.76;0.00131627;1.81724;1.15041;1484.14;3.81074;0.82862;381.074;82.862;1.41793;2.75033;1.81658;1.41793;0.82862;0.590635;0.00185044;0.00212876;-1.73851e-05;-2e-05;0.000798663;1.10263;1.15041;1483.55;0.0106438;-0.801085;1.06438;-80.1085;1.51158;0.530013;1.10199;1.51158;-0.801085;0.00229389;
66.1453;-1;-0.12896;1.41205;0;3.82;0.662502;0.762146;0.660636;0.76;0.00131627;1.81724;1.15041;1485.08;3.81073;0.828619;381.073;82.8619;1.41793;2.75033;1.81658;1.41793;0.828619;0.590634;0.00184916;0.00212728;-1.73852e-05;-2e-05;0.000798663;1.10263;1.15041;1484.5;0.0106364;-0.801084;1.06364;-80.1084;1.51157;0.530013;1.10199;1.51157;-0.801084;0.00229321;
66.1854;-1;-1.29767;-0.571445;0;3.81997;0.662504;0.762143;0.660641;0.76;0.00131627;1.81724;1.1504;1486.98;3.81072;0.828618;381.072;82.8618;1.41792;2.75033;1.81658;1.41792;0.828618;0.590633;0.00184659;0.00212432;-1.73853e-05;-2e-05;0.000798663;1.10263;1.1504;1486.39;0.0106216;-0.801083;1.06216;-80.1083;1.51157;0.530015;1.102;1.51157;-0.801083;0.00229182;
66.2054;-1;-0.293849;-1.38714;0;3.81995;0.662506;0.762142;0.660644;0.76;0.00131627;1.81724;1.15039;1487.93;3.81071;0.828617;381.071;82.8617;1.41792;2.75033;1.81659;1.41792;0.828617;0.590632;0.00184531;0.00212283;-1.73854e-05;-2e-05;0.000798663;1.10263;1.15039;1487.34;0.0106141;-0.801082;1.06141;-80.1082;1.51156;0.530015;1.102;1.51156;-0.801082;0.00229112;
66.2155;-1;0.371173;-1.36848;0;3.81995;0.662506;0.762141;0.660645;0.76;0.00131627;1.81724;1.15039;1488.4;3.81071;0.828617;381.071;82.8617;1.41792;2.75033;1.81659;1.41792;0.828617;0.590631;0.00184466;0.00212208;-1.73854e-05;-2e-05;0.000798663;1.10263;1.15039;1487.81;0.0106104;-0.801081;1.06104;-80.1081;1.51156;0.530015;1.102;1.51156;-0.801081;0.00229077;
66.2355;-1;1.32765;-0.497832;0;3.81993;0.662508;0.76214;0.660648;0.76;0.00131627;1.81724;1.15039;1489.35;3.8107;0.828616;381.07;82.8616;1.41792;2.75033;1.81659;1.41792;0.828616;0.590631;0.00184337;0.00212059;-1.73855e-05;-2e-05;0.000798663;1.10263;1.15039;1488.76;0.010603;-0.801081;1.0603;-80.1081;1.51156;0.530016;1.102;1.51156;-0.801081;0.00229005;
66.2455;-1;1.40858;0.162478;0;3.81992;0.662509;0.762139;0.660649;0.76;0.00131627;1.81724;1.15038;1489.82;3.8107;0.828616;381.07;82.8616;1.41792;2.75033;1.81659;1.41792;0.828616;0.59063;0.00184273;0.00211984;-1.73855e-05;-2e-05;0.000798663;1.10263;1.15038;1489.23;0.0105992;-0.80108;1.05992;-80.108;1.51156;0.530016;1.102;1.51156;-0.80108;0.00228969;
66.2656;-1;0.690716;1.2383;0;3.81991;0.66251;0.762138;0.660652;0.76;0.00131627;1.81724;1.15038;1490.77;3.81069;0.828615;381.069;82.8615;1.41791;2.75034;1.81659;1.41791;0.828615;0.590629;0.00184143;0.00211835;-1.73856e-05;-2e-05;0.000798663;1.10263;1.15038;1490.18;0.0105917;-0.80108;1.05917;-80.108;1.51156;0.530017;1.102;1.51156;-0.80108;0.00228897;
66.3057;-1;-1.3936;0.261412;0;3.81988;0.662513;0.762135;0.660657;0.76;0.00131627;1.81724;1.15037;1492.66;3.81067;0.828614;381.067;82.8614;1.41791;2.75034;1.8166;1.41791;0.828614;0.590628;0.00183883;0.00211534;-1.73857e-05;-2e-05;0.000798663;1.10263;1.15037;1492.08;0.0105767;-0.801078;1.05767;-80.1078;1.51155;0.530018;1.10201;1.51155;-0.801078;0.00228748;
66.3257;-1;-1.02615;-0.978503;0;3.81986;0.662514;0.762133;0.66066;0.76;0.00131627;1.81724;1.15037;1493.61;3.81067;0.828613;381.067;82.8613;1.4179;2.75034;1.8166;1.4179;0.828613;0.590627;0.00183753;0.00211383;-1.73858e-05;-2e-05;0.000798663;1.10263;1.15036;1493.02;0.0105692;-0.801077;1.05692;-80.1077;1.51155;0.530018;1.10201;1.51155;-0.801077;0.00228673;
66.3658;-1;1.25375;-0.662236;0;3.81983;0.662517;0.76213;0.660665;0.76;0.00131627;1.81724;1.15036;1495.5;3.81065;0.828612;381.065;82.8612;1.4179;2.75034;1.8166;1.4179;0.828612;0.590626;0.00183491;0.0021108;-1.73859e-05;-2e-05;0.000798663;1.10263;1.15036;1494.92;0.010554;-0.801076;1.0554;-80.1076;1.51154;0.530019;1.10202;1.51154;-0.801076;0.0022852;
66.3859;-1;1.26987;0.630763;0;3.81982;0.662518;0.762128;0.660668;0.76;0.00131627;1.81724;1.15035;1496.45;3.81064;0.828611;381.064;82.8611;1.4179;2.75034;1.81661;1.4179;0.828611;0.590625;0.0018336;0.00210929;-1.7386e-05;-2e-05;0.000798663;1.10263;1.15035;1495.86;0.0105464;-0.801075;1.05464;-80.1075;1.51154;0.53002;1.10202;1.51154;-0.801075;0.00228443;
66.426;-1;-1.00124;1.00395;0;3.81979;0.662521;0.762125;0.660673;0.76;0.00131627;1.81724;1.15034;1498.34;3.81063;0.828609;381.063;82.8609;1.41789;2.75034;1.81661;1.41789;0.828609;0.590623;0.00183097;0.00210624;-1.73861e-05;-2e-05;0.000798663;1.10263;1.15034;1497.76;0.0105312;-0.801073;1.05312;-80.1073;1.51153;0.530021;1.10202;1.51153;-0.801073;0.00228286;
66.446;-1;-1.39975;-0.226084;0;3.81977;0.662522;0.762124;0.660676;0.76;0.00131627;1.81724;1.15034;1499.29;3.81062;0.828608;381.062;82.8608;1.41789;2.75034;1.81661;1.41789;0.828608;0.590622;0.00182965;0.00210472;-1.73862e-05;-2e-05;0.000798663;1.10263;1.15034;1498.7;0.0105236;-0.801072;1.05236;-80.1072;1.51153;0.530021;1.10202;1.51153;-0.801072;0.00228206;
66.4861;-1;0.658507;-1.25569;0;3.81974;0.662525;0.762121;0.660681;0.76;0.00131627;1.81724;1.15033;1501.18;3.8106;0.828607;381.06;82.8607;1.41788;2.75034;1.81662;1.41788;0.828607;0.590621;0.001827;0.00210165;-1.73863e-05;-2e-05;0.000798663;1.10263;1.15033;1500.6;0.0105083;-0.801071;1.05083;-80.1071;1.51152;0.530022;1.10203;1.51152;-0.801071;0.00228044;
66.5062;-1;1.40381;-0.199271;0;3.81973;0.662526;0.762119;0.660684;0.76;0.00131627;1.81724;1.15032;1502.13;3.8106;0.828606;381.06;82.8606;1.41788;2.75034;1.81662;1.41788;0.828606;0.59062;0.00182568;0.00210012;-1.73864e-05;-2e-05;0.000798663;1.10263;1.15032;1501.54;0.0105006;-0.80107;1.05006;-80.107;1.51152;0.530023;1.10203;1.51152;-0.80107;0.00227962;
66.5162;-1;1.34027;0.462649;0;3.81972;0.662527;0.762119;0.660685;0.76;0.00131627;1.81724;1.15032;1502.6;3.81059;0.828606;381.059;82.8606;1.41788;2.75034;1.81662;1.41788;0.828606;0.59062;0.00182501;0.00209935;-1.73865e-05;-2e-05;0.000798663;1.10263;1.15032;1502.02;0.0104967;-0.801069;1.04967;-80.1069;1.51152;0.530023;1.10203;1.51152;-0.801069;0.00227921;
66.5362;-1;0.407699;1.358;0;3.8197;0.662528;0.762117;0.660688;0.76;0.00131627;1.81724;1.15032;1503.55;3.81059;0.828605;381.059;82.8605;1.41788;2.75034;1.81662;1.41788;0.828605;0.590619;0.00182368;0.00209781;-1.73865e-05;-2e-05;0.000798663;1.10263;1.15032;1502.96;0.0104891;-0.801068;1.04891;-80.1068;1.51151;0.530024;1.10203;1.51151;-0.801068;0.00227838;
66.5463;-1;-0.256226;1.39453;0;3.81969;0.662529;0.762116;0.660689;0.76;0.00131627;1.81724;1.15031;1504.02;3.81058;0.828604;381.058;82.8604;1.41787;2.75034;1.81662;1.41787;0.828604;0.590619;0.00182301;0.00209704;-1.73866e-05;-2e-05;0.000798663;1.10263;1.15031;1503.44;0.0104852;-0.801068;1.04852;-80.1068;1.51151;0.530024;1.10203;1.51151;-0.801068;0.00227797;
66.5663;-1;-1.28138;0.606974;0;3.81968;0.66253;0.762115;0.660692;0.76;0.00131627;1.81724;1.15031;1504.97;3.81057;0.828604;381.057;82.8604;1.41787;2.75034;1.81663;1.41787;0.828604;0.590618;0.00182168;0.0020955;-1.73866e-05;-2e-05;0.000798663;1.10263;1.15031;1504.38;0.0104775;-0.801067;1.04775;-80.1067;1.51151;0.530024;1.10204;1.51151;-0.801067;0.00227713;
66.5763;-1;-1.41719;-0.0439065;0;3.81967;0.662531;0.762114;0.660693;0.76;0.00131627;1.81724;1.15031;1505.44;3.81057;0.828603;381.057;82.8603;1.41787;2.75034;1.81663;1.41787;0.828603;0.590617;0.00182101;0.00209472;-1.73867e-05;-2e-05;0.000798663;1.10263;1.15031;1504.86;0.0104736;-0.801067;1.04736;-80.1067;1.51151;0.530025;1.10204;1.51151;-0.801067;0.0022767;
66.5964;-1;-0.792563;-1.17567;0;3.81966;0.662532;0.762112;0.660696;0.76;0.00131627;1.81724;1.1503;1506.39;3.81056;0.828602;381.056;82.8602;1.41787;2.75034;1.81663;1.41787;0.828602;0.590617;0.00181967;0.00209318;-1.73867e-05;-2e-05;0.000798663;1.10263;1.1503;1505.8;0.0104659;-0.801066;1.04659;-80.1066;1.5115;0.530025;1.10204;1.5115;-0.801066;0.00227585;
66.6365;-1;1.36621;-0.379195;0;3.81963;0.662535;0.762109;0.660701;0.76;0.00131627;1.81724;1.15029;1508.28;3.81055;0.828601;381.055;82.8601;1.41786;2.75034;1.81663;1.41786;0.828601;0.590615;0.00181699;0.00209007;-1.73869e-05;-2e-05;0.000798663;1.10263;1.15029;1507.7;0.0104503;-0.801064;1.04503;-80.1064;1.5115;0.530026;1.10204;1.5115;-0.801064;0.00227412;
66.6565;-1;1.10618;0.886948;0;3.81961;0.662536;0.762108;0.660704;0.76;0.00131627;1.81724;1.15029;1509.23;3.81054;0.8286;381.054;82.86;1.41786;2.75034;1.81664;1.41786;0.8286;0.590614;0.00181564;0.00208851;-1.73869e-05;-2e-05;0.000798663;1.10263;1.15029;1508.64;0.0104426;-0.801063;1.04426;-80.1063;1.51149;0.530026;1.10205;1.51149;-0.801063;0.00227325;
66.6966;-1;-1.19162;0.768346;0;3.81958;0.662539;0.762105;0.660709;0.76;0.00131627;1.81724;1.15028;1511.12;3.81052;0.828598;381.052;82.8598;1.41785;2.75034;1.81664;1.41785;0.828598;0.590613;0.00181294;0.00208539;-1.73871e-05;-2e-05;0.000798663;1.10263;1.15028;1510.54;0.0104269;-0.801061;1.04269;-80.1061;1.51149;0.530027;1.10205;1.51149;-0.801061;0.00227148;
66.7167;-1;-1.31995;-0.517718;0;3.81956;0.66254;0.762103;0.660712;0.76;0.00131627;1.81724;1.15028;1512.07;3.81052;0.828597;381.052;82.8597;1.41785;2.75034;1.81664;1.41785;0.828597;0.590612;0.00181159;0.00208382;-1.73871e-05;-2e-05;0.000798663;1.10263;1.15027;1511.48;0.0104191;-0.80106;1.04191;-80.106;1.51148;0.530028;1.10205;1.51148;-0.80106;0.00227059;
66.7568;-1;0.908904;-1.0882;0;3.81953;0.662542;0.7621;0.660717;0.76;0.00131627;1.81724;1.15027;1513.96;3.8105;0.828595;381.05;82.8595;1.41784;2.75034;1.81665;1.41784;0.828595;0.590611;0.00180887;0.00208068;-1.73873e-05;-2e-05;0.000798663;1.10263;1.15027;1513.38;0.0104034;-0.801059;1.04034;-80.1059;1.51148;0.530029;1.10206;1.51148;-0.801059;0.00226877;
66.7768;-1;1.41422;0.101249;0;3.81952;0.662544;0.762098;0.660719;0.76;0.00131627;1.81724;1.15026;1514.91;3.81049;0.828595;381.049;82.8595;1.41784;2.75034;1.81665;1.41784;0.828595;0.59061;0.00180751;0.00207911;-1.73874e-05;-2e-05;0.000798663;1.10263;1.15026;1514.32;0.0103955;-0.801058;1.03955;-80.1058;1.51147;0.530029;1.10206;1.51147;-0.801058;0.00226786;
66.8169;-1;-0.543466;1.30954;0;3.81948;0.662546;0.762095;0.660725;0.76;0.00131627;1.81724;1.15025;1516.8;3.81048;0.828593;381.048;82.8593;1.41783;2.75034;1.81665;1.41783;0.828593;0.590609;0.00180478;0.00207595;-1.73875e-05;-2e-05;0.000798663;1.10263;1.15025;1516.22;0.0103798;-0.801056;1.03798;-80.1056;1.51147;0.53003;1.10206;1.51147;-0.801056;0.00226601;
66.837;-1;-1.38014;0.324755;0;3.81947;0.662547;0.762094;0.660727;0.76;0.00131627;1.81724;1.15025;1517.75;3.81047;0.828592;381.047;82.8592;1.41783;2.75034;1.81665;1.41783;0.828592;0.590608;0.00180341;0.00207437;-1.73876e-05;-2e-05;0.000798663;1.10263;1.15025;1517.16;0.0103719;-0.801055;1.03719;-80.1055;1.51146;0.530031;1.10207;1.51146;-0.801055;0.00226507;
66.847;-1;-1.3765;-0.339846;0;3.81946;0.662548;0.762093;0.660729;0.76;0.00131627;1.81724;1.15025;1518.22;3.81046;0.828591;381.046;82.8591;1.41783;2.75034;1.81665;1.41783;0.828591;0.590608;0.00180273;0.00207358;-1.73876e-05;-2e-05;0.000798663;1.10263;1.15025;1517.64;0.0103679;-0.801054;1.03679;-80.1054;1.51146;0.530031;1.10207;1.51146;-0.801054;0.0022646;
66.867;-1;-0.529149;-1.31538;0;3.81944;0.662549;0.762091;0.660731;0.76;0.00131627;1.81724;1.15024;1519.17;3.81046;0.828591;381.046;82.8591;1.41783;2.75034;1.81666;1.41783;0.828591;0.590607;0.00180136;0.00207199;-1.73877e-05;-2e-05;0.000798663;1.10263;1.15024;1518.58;0.01036;-0.801053;1.036;-80.1053;1.51146;0.530031;1.10207;1.51146;-0.801053;0.00226366;
66.8771;-1;0.128369;-1.412;0;3.81944;0.66255;0.76209;0.660733;0.76;0.00131627;1.81724;1.15024;1519.64;3.81045;0.82859;381.045;82.859;1.41783;2.75034;1.81666;1.41783;0.82859;0.590606;0.00180067;0.0020712;-1.73877e-05;-2e-05;0.000798663;1.10263;1.15024;1519.06;0.010356;-0.801053;1.0356;-80.1053;1.51146;0.530032;1.10207;1.51146;-0.801053;0.00226319;
66.8971;-1;1.2205;-0.72152;0;3.81942;0.662551;0.762089;0.660735;0.76;0.00131627;1.81724;1.15023;1520.59;3.81044;0.828589;381.044;82.8589;1.41782;2.75034;1.81666;1.41782;0.828589;0.590606;0.0017993;0.00206961;-1.73878e-05;-2e-05;0.000798663;1.10263;1.15023;1520;0.0103481;-0.801052;1.03481;-80.1052;1.51145;0.530032;1.10207;1.51145;-0.801052;0.00226223;
66.9372;-1;0.298803;1.38597;0;3.81939;0.662554;0.762086;0.66074;0.76;0.00131627;1.81724;1.15022;1522.48;3.81043;0.828587;381.043;82.8587;1.41782;2.75034;1.81666;1.41782;0.828587;0.590604;0.00179654;0.00206642;-1.73879e-05;-2e-05;0.000798663;1.10263;1.15022;1521.89;0.0103321;-0.80105;1.03321;-80.105;1.51145;0.530033;1.10208;1.51145;-0.80105;0.0022603;
66.9573;-1;-0.949514;1.05291;0;3.81937;0.662555;0.762084;0.660743;0.76;0.00131627;1.81724;1.15022;1523.43;3.81042;0.828586;381.042;82.8586;1.41781;2.75034;1.81667;1.41781;0.828586;0.590604;0.00179516;0.00206483;-1.7388e-05;-2e-05;0.000798663;1.10263;1.15022;1522.84;0.0103241;-0.801049;1.03241;-80.1049;1.51144;0.530033;1.10208;1.51144;-0.801049;0.00225932;
66.9974;-1;-0.699062;-1.23349;0;3.81934;0.662557;0.762081;0.660748;0.76;0.00131627;1.81724;1.15021;1525.32;3.8104;0.828584;381.04;82.8584;1.41781;2.75034;1.81667;1.41781;0.828584;0.590602;0.00179239;0.00206163;-1.73881e-05;-2e-05;0.000798663;1.10263;1.15021;1524.73;0.0103081;-0.801047;1.03081;-80.1047;1.51144;0.530034;1.10208;1.51144;-0.801047;0.00225735;
67.0174;-1;0.591636;-1.28846;0;3.81933;0.662559;0.762079;0.660751;0.76;0.00131627;1.81724;1.15021;1526.26;3.8104;0.828583;381.04;82.8583;1.41781;2.75034;1.81667;1.41781;0.828583;0.590602;0.001791;0.00206002;-1.73882e-05;-2e-05;0.000798663;1.10263;1.15021;1525.68;0.0103001;-0.801046;1.03001;-80.1046;1.51143;0.530035;1.10208;1.51143;-0.801046;0.00225636;
67.0575;-1;1.03577;0.968165;0;3.81929;0.662561;0.762076;0.660756;0.76;0.00131627;1.81724;1.1502;1528.16;3.81038;0.828581;381.038;82.8581;1.4178;2.75034;1.81667;1.4178;0.828581;0.5906;0.00178822;0.0020568;-1.73883e-05;-2e-05;0.000798663;1.10263;1.1502;1527.57;0.010284;-0.801044;1.0284;-80.1044;1.51143;0.530036;1.10209;1.51143;-0.801044;0.00225435;
67.0775;-1;-0.179376;1.4064;0;3.81928;0.662562;0.762075;0.660759;0.76;0.00131627;1.81724;1.15019;1529.1;3.81037;0.82858;381.037;82.858;1.4178;2.75034;1.81668;1.4178;0.82858;0.590599;0.00178682;0.00205519;-1.73884e-05;-2e-05;0.000798663;1.10263;1.15019;1528.52;0.010276;-0.801043;1.0276;-80.1043;1.51142;0.530036;1.10209;1.51142;-0.801043;0.00225333;
67.1176;-1;-1.27794;-0.614011;0;3.81924;0.662565;0.762071;0.660764;0.76;0.00131627;1.81724;1.15018;1530.99;3.81036;0.828578;381.036;82.8578;1.41779;2.75034;1.81668;1.41779;0.828578;0.590598;0.00178403;0.00205196;-1.73885e-05;-2e-05;0.000798663;1.10263;1.15018;1530.41;0.0102598;-0.801041;1.02598;-80.1041;1.51142;0.530037;1.10209;1.51142;-0.801041;0.00225128;
67.1377;-1;-0.249642;-1.39564;0;3.81923;0.662566;0.76207;0.660766;0.76;0.00131627;1.81724;1.15018;1531.94;3.81035;0.828577;381.035;82.8577;1.41779;2.75034;1.81668;1.41779;0.828577;0.590597;0.00178263;0.00205034;-1.73886e-05;-2e-05;0.000798663;1.10263;1.15018;1531.35;0.0102517;-0.80104;1.02517;-80.104;1.51141;0.530037;1.10209;1.51141;-0.80104;0.00225025;
67.1477;-1;0.413478;-1.35615;0;3.81922;0.662566;0.762069;0.660768;0.76;0.00131627;1.81724;1.15018;1532.41;3.81034;0.828577;381.034;82.8577;1.41779;2.75034;1.81668;1.41779;0.828577;0.590597;0.00178193;0.00204953;-1.73886e-05;-2e-05;0.000798663;1.10263;1.15018;1531.83;0.0102477;-0.801039;1.02477;-80.1039;1.51141;0.530038;1.1021;1.51141;-0.801039;0.00224974;
67.1678;-1;1.34174;-0.458094;0;3.8192;0.662568;0.762067;0.66077;0.76;0.00131627;1.81724;1.15017;1533.36;3.81034;0.828576;381.034;82.8576;1.41778;2.75034;1.81669;1.41778;0.828576;0.590596;0.00178053;0.00204791;-1.73887e-05;-2e-05;0.000798663;1.10263;1.15017;1532.77;0.0102396;-0.801038;1.02396;-80.1038;1.51141;0.530038;1.1021;1.51141;-0.801038;0.0022487;
67.1778;-1;1.40313;0.203327;0;3.8192;0.662568;0.762066;0.660772;0.76;0.00131627;1.81724;1.15017;1533.83;3.81033;0.828575;381.033;82.8575;1.41778;2.75034;1.81669;1.41778;0.828575;0.590596;0.00177982;0.0020471;-1.73887e-05;-2e-05;0.000798663;1.10263;1.15017;1533.25;0.0102355;-0.801038;1.02355;-80.1038;1.51141;0.530038;1.1021;1.51141;-0.801038;0.00224818;
67.1978;-1;0.65606;1.25685;0;3.81918;0.662569;0.762065;0.660774;0.76;0.00131627;1.81724;1.15017;1534.78;3.81032;0.828574;381.032;82.8574;1.41778;2.75034;1.81669;1.41778;0.828574;0.590595;0.00177842;0.00204548;-1.73888e-05;-2e-05;0.000798663;1.10263;1.15017;1534.19;0.0102274;-0.801037;1.02274;-80.1037;1.5114;0.530039;1.1021;1.5114;-0.801037;0.00224713;
67.2379;-1;-1.39958;0.226404;0;3.81915;0.662572;0.762062;0.660779;0.76;0.00131627;1.81724;1.15016;1536.67;3.81031;0.828572;381.031;82.8572;1.41777;2.75034;1.81669;1.41777;0.828572;0.590594;0.0017756;0.00204222;-1.73889e-05;-2e-05;0.000798663;1.10263;1.15016;1536.08;0.0102111;-0.801034;1.02111;-80.1034;1.5114;0.530039;1.1021;1.5114;-0.801034;0.002245;
67.258;-1;-1.00257;-1.00246;0;3.81913;0.662573;0.76206;0.660782;0.76;0.00131627;1.81724;1.15015;1537.61;3.8103;0.828571;381.03;82.8571;1.41777;2.75034;1.81669;1.41777;0.828571;0.590593;0.00177419;0.00204059;-1.7389e-05;-2e-05;0.000798663;1.10263;1.15015;1537.03;0.0102029;-0.801033;1.02029;-80.1033;1.51139;0.53004;1.10211;1.51139;-0.801033;0.00224394;
67.2981;-1;1.26728;-0.63565;0;3.8191;0.662575;0.762057;0.660787;0.76;0.00131627;1.81724;1.15014;1539.51;3.81028;0.828569;381.028;82.8569;1.41776;2.75034;1.8167;1.41776;0.828569;0.590592;0.00177136;0.00203731;-1.73891e-05;-2e-05;0.000798663;1.10263;1.15014;1538.92;0.0101866;-0.801031;1.01866;-80.1031;1.51139;0.530041;1.10211;1.51139;-0.801031;0.00224178;
67.3181;-1;1.25707;0.6556;0;3.81908;0.662576;0.762055;0.66079;0.76;0.00131627;1.81724;1.15014;1540.45;3.81028;0.828568;381.028;82.8568;1.41776;2.75034;1.8167;1.41776;0.828568;0.590591;0.00176994;0.00203568;-1.73892e-05;-2e-05;0.000798663;1.10263;1.15014;1539.87;0.0101784;-0.80103;1.01784;-80.103;1.51138;0.530041;1.10211;1.51138;-0.80103;0.00224069;
67.3582;-1;-1.01811;0.986651;0;3.81905;0.662579;0.762052;0.660795;0.76;0.00131627;1.81724;1.15013;1542.34;3.81026;0.828566;381.026;82.8566;1.41775;2.75034;1.8167;1.41775;0.828566;0.59059;0.0017671;0.00203239;-1.73893e-05;-2e-05;0.000798663;1.10263;1.15013;1541.76;0.010162;-0.801028;1.0162;-80.1028;1.51138;0.530042;1.10212;1.51138;-0.801028;0.0022385;
67.3783;-1;-1.39589;-0.248022;0;3.81903;0.66258;0.76205;0.660797;0.76;0.00131627;1.81724;1.15013;1543.29;3.81025;0.828565;381.025;82.8565;1.41775;2.75034;1.8167;1.41775;0.828565;0.590589;0.00176567;0.00203075;-1.73894e-05;-2e-05;0.000798663;1.10263;1.15013;1542.7;0.0101537;-0.801027;1.01537;-80.1027;1.51137;0.530042;1.10212;1.51137;-0.801027;0.0022374;
67.4184;-1;0.674774;-1.24687;0;3.819;0.662582;0.762047;0.660802;0.76;0.00131627;1.81724;1.15012;1545.18;3.81023;0.828563;381.023;82.8563;1.41774;2.75034;1.81671;1.41774;0.828563;0.590588;0.00176282;0.00202745;-1.73895e-05;-2e-05;0.000798663;1.10263;1.15012;1544.59;0.0101372;-0.801024;1.01372;-80.1024;1.51137;0.530043;1.10212;1.51137;-0.801024;0.00223517;
67.4384;-1;1.40591;-0.182783;0;3.81898;0.662583;0.762045;0.660805;0.76;0.00131627;1.81724;1.15011;1546.12;3.81023;0.828562;381.023;82.8562;1.41774;2.75034;1.81671;1.41774;0.828562;0.590587;0.00176139;0.0020258;-1.73896e-05;-2e-05;0.000798663;1.10263;1.15011;1545.54;0.010129;-0.801023;1.0129;-80.1023;1.51136;0.530043;1.10212;1.51136;-0.801023;0.00223405;
67.4484;-1;1.33495;0.477396;0;3.81897;0.662584;0.762044;0.660806;0.76;0.00131627;1.81724;1.15011;1546.6;3.81022;0.828561;381.022;82.8561;1.41774;2.75034;1.81671;1.41774;0.828561;0.590587;0.00176068;0.00202497;-1.73896e-05;-2e-05;0.000798663;1.10263;1.15011;1546.01;0.0101249;-0.801023;1.01249;-80.1023;1.51136;0.530044;1.10212;1.51136;-0.801023;0.00223349;
